"x1","x2","x3"
2.19547902430673,2.57785220499766,4.60840230474587
-1.31663555629684,-0.882293733630179,1.28907712268919
3.45473259066247,3.47260603262541,2.90487201548187
0.324931322086912,0.556713379058184,-0.0669616231387918
-1.43304889844472,-1.60228512453865,-2.25099773036954
-0.141512688879553,-0.487762796196132,-2.50170715292436
-1.98306075812066,-1.35814968854883,-1.10609692260562
0.169342783827023,-0.543719940790842,-2.09844500530363
-0.547299279031136,2.23619361631395,0.128629893970087
1.69725281900537,1.06818437001522,-1.99446735464309
0.502490799868362,0.281515691602831,-0.296834372486401
-0.107761271477758,1.4725055589812,3.05302578249135
-0.61417383522321,0.419136673716426,0.713328295460759
1.56534375101532,0.118369378394677,2.68553581927419
1.79881505312478,1.11238529424259,1.78004851716977
0.946535671481747,2.01720333829827,2.90840379719176
-0.809442670185917,-2.08481070702993,-5.87245412854766
0.0537292572647239,-1.06600169366516,-1.87327548127115
-2.33608699160898,-2.50623735258649,-4.76787634667673
-1.97699335646262,-1.43476104818,1.41401609060536
-0.598330805562353,-0.211964805690337,-1.25921849577027
0.270617218838597,0.490511376718419,-0.950245434078548
2.32535061901895,0.803212894270875,-1.40245708385711
-0.200054637854704,-0.0769963799641864,3.06426790892908
-4.28115934281476,-3.42410031137653,-2.10547247576303
1.537128486773,1.91147816612153,2.64608858421323
0.932833944152701,-0.747629962616766,-2.80715733414241
-1.3521790246457,-0.120522048207171,-0.453026784217507
1.77688263300954,0.0866714931414772,-1.44958518717202
-1.82390342939246,-2.19928590710629,-1.87432437977668
-4.86575653434557,-2.5838958807502,-0.0695506192371146
1.98161491220671,2.07097674468339,4.69869883477206
4.19016838711468,2.31278338223612,2.77995739692278
-1.00787715195347,-0.343340182312288,0.979678500973764
-0.327973041457197,-1.33454203222825,-0.453876952909451
