"x1","x2"
0.460876057074167,1.00177062139757
0.952713030668035,0.836658125457952
0.894092173657039,1.12125256409919
1.17907912622923,0.991219810842816
1.57312063976181,0.840830878603928
0.827646794871253,1.11923527421098
1.41000155094044,1.00520547154126
1.07399007146593,0.875932989106988
1.0867343636612,0.781166985553575
1.23578103169058,1.07891274102183
1.1635387169439,0.977381634339722
1.13043430751217,1.10567164592034
1.49097518082738,0.715043655292313
0.75791253401754,1.02403356173535
1.0214181969199,1.29482329476024
0.83805562671461,1.22132342306526
0.927187003042132,0.926877832472598
1.05519142889071,0.933626582184215
0.989077506493387,1.10092898928647
1.20132156737811,0.858002224208537
1.37820514084021,0.746016179119023
1.01943027377749,1.14395771610346
1.20512791596957,1.10850859705022
1.22989933234943,0.826658078000001
1.21151109863813,0.922795375146649
0.985158215157012,0.830016406309073
0.998248108864013,0.891018760169887
1.00045610625133,1.09174746885102
1.21092427961809,0.961988940054346
1.22454499388484,0.967790831278306
0.946594738303078,0.892498835198104
1.08022874511703,1.06125836895631
1.2120953654517,0.932603723626241
0.959858415307829,1.09923818069633
0.720295822078793,0.944740173294203
1.18434301964646,1.24649304354844
1.20287539061776,0.738055104757787
0.96705419509092,0.917780252712328
1.08143847218167,0.894069639920629
1.27069876705018,1.01259358145245
